label,message,cleaned,tokens
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,hey girl hope well del bak long time give call sum time lucyxx,"['hey', 'girl', 'hope', 'well', 'del', 'bak', 'long', 'time', 'give', 'call', 'sum', 'time', 'lucyxx']"
ham,K..k:)how much does it cost?,kkhow much cost,"['kkhow', 'much', 'cost']"
ham,I'm home.,im home,"['im', 'home']"
ham,"Dear, will call Tmorrow.pls accomodate.",dear call tmorrowpls accomodate,"['dear', 'call', 'tmorrowpls', 'accomodate']"
ham,First answer my question.,first answer ques,"['first', 'answer', 'ques']"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quiz wkly win top sony dvd player know country algarve txt ansr sptyrone,"['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', 'sptyrone']"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,want get laid tonight want real dogg locat sent direct ur mob join uks largest dogg network bt txt gravel nt eca pmsgp,"['want', 'get', 'laid', 'tonight', 'want', 'real', 'dogg', 'locat', 'sent', 'direct', 'ur', 'mob', 'join', 'uks', 'largest', 'dogg', 'network', 'bt', 'txt', 'gravel', 'nt', 'eca', 'pmsgp']"
ham,I only haf msn. It's yijue@hotmail.com,haf msn yijuehotmailcom,"['haf', 'msn', 'yijuehotmailcom']"
ham,He is there. You call and meet him,call meet,"['call', 'meet']"
ham,No no. I will check all rooms befor activities,check rooms befor activity,"['check', 'rooms', 'befor', 'activity']"
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,youll rcv any msgs chat svc free hardcore service text go get noth must age verify yr network try,"['youll', 'rcv', 'any', 'msgs', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', 'get', 'noth', 'must', 'age', 'verify', 'yr', 'network', 'try']"
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,got lazy type forgot lect saw pouch like nice,"['got', 'lazy', 'type', 'forgot', 'lect', 'saw', 'pouch', 'like', 'nice']"
ham,"K, text me when you're on the way",text youre way,"['text', 'youre', 'way']"
ham,"Sir, Waiting for your mail.",sir wait mail,"['sir', 'wait', 'mail']"
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",swt thought nver get tir little things lovable persons cozsomtime little things occupy biggest part hearts gud ni,"['swt', 'thought', 'nver', 'get', 'tir', 'little', 'things', 'lovable', 'persons', 'cozsomtime', 'little', 'things', 'occupy', 'biggest', 'part', 'hearts', 'gud', 'ni']"
ham,I know you are. Can you pls open the back?,know pls open back,"['know', 'pls', 'open', 'back']"
ham,Yes see ya not on the dot,yes see ya dot,"['yes', 'see', 'ya', 'dot']"
ham,Whats the staff name who is taking class for us?,whats staff name tak class us,"['whats', 'staff', 'name', 'tak', 'class', 'us']"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",freemsg havent reply text im randy sexy female live local luv hear netcollex ltd per msg rep stop end,"['freemsg', 'havent', 'reply', 'text', 'im', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'netcollex', 'ltd', 'per', 'msg', 'rep', 'stop', 'end']"
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ummmawill call check inour life begin qatar pls pray hard,"['ummmawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']"
ham,K..i deleted my contact that why?,ki delet contact,"['ki', 'delet', 'contact']"
ham,Sindu got job in birla soft ..,sindu got job birla soft,"['sindu', 'got', 'job', 'birla', 'soft']"
ham,The wine is flowing and i'm i have nevering..,wine flow im never,"['wine', 'flow', 'im', 'never']"
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,yup thk cine better cos need go plaza mah,"['yup', 'thk', 'cine', 'better', 'cos', 'need', 'go', 'plaza', 'mah']"
ham,Ok... Ur typical reply...,ok ur typical rep,"['ok', 'ur', 'typical', 'rep']"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request melle melle oru minnaminunginte nurungu vettam set callertune caller press copy friends callertune,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', 'copy', 'friends', 'callertune']"
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",everywhere dirt floor windows even shirt sometime open mouth come flow dream world without half chore time joy lots tv shows ill see guess like things must exist like rain hail mist time done become one,"['everywhere', 'dirt', 'floor', 'windows', 'even', 'shirt', 'sometime', 'open', 'mouth', 'come', 'flow', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lots', 'tv', 'shows', 'ill', 'see', 'guess', 'like', 'things', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']"
ham,Aaooooright are you at work?,aaooooright work,"['aaooooright', 'work']"
ham,I'm leaving my house now...,im leav house,"['im', 'leav', 'house']"
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",hello love get interview today happy good boy think meare miss,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'miss']"
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annonce new years delivery wait please call arrange delivery,"['customer', 'service', 'annonce', 'new', 'years', 'delivery', 'wait', 'please', 'call', 'arrange', 'delivery']"
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner special select receive cash holiday flights inc speak live operator claim,"['winner', 'special', 'select', 'receive', 'cash', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', 'claim']"
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep safe need miss already envy everyone sees real life,"['keep', 'safe', 'need', 'miss', 'already', 'envy', 'everyone', 'sees', 'real', 'life']"
ham,New car and house for my parents.:)i have only new job in hand:),new car house parentsi new job hand,"['new', 'car', 'house', 'parentsi', 'new', 'job', 'hand']"
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,im love im excit day spend make happy,"['im', 'love', 'im', 'excit', 'day', 'spend', 'make', 'happy']"
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious invit friend rep yes see wwwsmsacubootydelious stop send stop frnd,"['pls', 'stop', 'bootydelious', 'invit', 'friend', 'rep', 'yes', 'see', 'wwwsmsacubootydelious', 'stop', 'send', 'stop', 'frnd']"
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",bangbabe ur order way receive service msg download ur content goto wap bangb tv ur mobile internetservice menu,"['bangbabe', 'ur', 'order', 'way', 'receive', 'service', 'msg', 'download', 'ur', 'content', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internetservice', 'menu']"
ham,I place all ur points on e cultures module already.,place ur points culture module already,"['place', 'ur', 'points', 'culture', 'module', 'already']"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent try contact last weekends draw shows prize guarantee call claim code valid hrs,"['urgent', 'try', 'contact', 'last', 'weekends', 'draw', 'shows', 'prize', 'guarantee', 'call', 'claim', 'code', 'valid', 'hrs']"
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",hi frnd best way avoid missunderstd wit belov ones,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstd', 'wit', 'belov', 'ones']"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,great escape fancy bridge needs lager see tomo,"['great', 'escape', 'fancy', 'bridge', 'needs', 'lager', 'see', 'tomo']"
ham,Yes :)it completely in out of form:)clark also utter waste.,yes complete formclark also utter waste,"['yes', 'complete', 'formclark', 'also', 'utter', 'waste']"
ham,"Sir, I need AXIS BANK account no and bank address.",sir need axis bank account bank address,"['sir', 'need', 'axis', 'bank', 'account', 'bank', 'address']"
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",hmmm thk sure got time hop ard ya go free abt muz call discuss liao,"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', 'free', 'abt', 'muz', 'call', 'discuss', 'liao']"
ham,What time you coming down later? ,time com later,"['time', 'com', 'later']"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",bloody hell cant believe forgot surname mr ill give clue spanish begins,"['bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'mr', 'ill', 'give', 'clue', 'spanish', 'begins']"
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",well im gonna finish bath goodfine night,"['well', 'im', 'gonna', 'finish', 'bath', 'goodfine', 'night']"
ham,Let me know when you've got the money so carlos can make the call,let know youve got money carlos make call,"['let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']"
ham,U still going to the mall?,still going mall,"['still', 'going', 'mall']"
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",turns friends stay whole show wont back til ltgt feel free go ahead smoke ltgt worth,"['turns', 'friends', 'stay', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']"
ham,Text her. If she doesnt reply let me know so i can have her log in,text doesnt rep let know log,"['text', 'doesnt', 'rep', 'let', 'know', 'log']"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi spoke maneesha wed like know satisfy experience rep toll free yes,"['hi', 'spoke', 'maneesha', 'wed', 'like', 'know', 'satisfy', 'experience', 'rep', 'toll', 'free', 'yes']"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,lift hope offer money need especial end month approache hurts study anyways gr weekend,"['lift', 'hope', 'offer', 'money', 'need', 'especial', 'end', 'month', 'approache', 'hurts', 'study', 'anyways', 'gr', 'weekend']"
ham,Lol no. U can trust me.,lol trust,"['lol', 'trust']"
ham,ok. I am a gentleman and will treat you with dignity and respect.,ok gentleman treat dignity respect,"['ok', 'gentleman', 'treat', 'dignity', 'respect']"
ham,"He will, you guys close?",guys close,"['guys', 'close']"
ham,Going on nothing great.bye,going noth greatbye,"['going', 'noth', 'greatbye']"
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome find job lazy work towards gett back net mummy where boytoy miss,"['hello', 'handsome', 'find', 'job', 'lazy', 'work', 'towards', 'gett', 'back', 'net', 'mummy', 'where', 'boytoy', 'miss']"
ham,"Haha awesome, be there in a minute",haha awesome minute,"['haha', 'awesome', 'minute']"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call customer service representative freephone ampm guarantee cash prize,"['please', 'call', 'customer', 'service', 'representative', 'freephone', 'ampm', 'guarantee', 'cash', 'prize']"
ham,Have you got Xmas radio times. If not i will get it now,got xmas radio time get,"['got', 'xmas', 'radio', 'time', 'get']"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,jus reach home go bathe first sis using net tell finishe,"['jus', 'reach', 'home', 'go', 'bathe', 'first', 'sis', 'using', 'net', 'tell', 'finishe']"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,unique enough find th august wwwareyouuniquecouk,"['unique', 'enough', 'find', 'th', 'august', 'wwwareyouuniquecouk']"
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,im sorry ive join league people dont keep touch mean great deal friend time even great personal cost great week,"['im', 'sorry', 'ive', 'join', 'league', 'people', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'personal', 'cost', 'great', 'week']"
ham,Hi :)finally i completed the course:),hi final complet course,"['hi', 'final', 'complet', 'course']"
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,stop however suggest stays someone able give ors every stool,"['stop', 'however', 'suggest', 'stays', 'someone', 'able', 'give', 'ors', 'every', 'stool']"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,hope youve settl new school year wishin gr day,"['hope', 'youve', 'settl', 'new', 'school', 'year', 'wishin', 'gr', 'day']"
ham,Gud mrng dear hav a nice day,gud mrng dear hav nice day,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
ham,Did u got that persons story,got persons story,"['got', 'persons', 'story']"
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,hamster dead hey tmr meet pm orchard mrt,"['hamster', 'dead', 'hey', 'tmr', 'meet', 'pm', 'orchard', 'mrt']"
